"year","team","conference","division","expected_wins","total_games","total_wins","total_losses","total_ties","conference_games","conference_wins","conference_losses","conference_ties","home_games","home_wins","home_losses","home_ties","away_games","away_wins","away_losses","away_ties"
2011,"Ball State","Mid-American","West",4.9,12,6,6,0,8,4,4,0,5,3,2,0,6,2,4,0
2011,"Baylor","Big 12","",9.1,13,10,3,0,9,6,3,0,7,7,0,0,4,1,3,0
2011,"Boise State","Mountain West","",9.4,13,12,1,0,7,6,1,0,6,5,1,0,6,6,0,0
2011,"Boston College","ACC","Atlantic",4.7,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2011,"Bowling Green","Mid-American","East",5.9,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
2011,"Buffalo","Mid-American","East",4.7,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2011,"BYU","FBS Independents","",9.1,13,10,3,0,0,0,0,0,7,6,1,0,4,3,1,0
2011,"California","Pac-12","North",7,13,7,6,0,10,5,5,0,6,5,1,0,6,2,4,0
2011,"Central Michigan","Mid-American","West",4.7,12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
2011,"Cincinnati","Big East","",6.7,13,10,3,0,7,5,2,0,6,5,1,0,6,4,2,0
2011,"Clemson","ACC","Atlantic",8.3,14,10,4,0,9,7,2,0,7,7,0,0,5,2,3,0
2011,"Colorado","Pac-12","South",4.5,13,3,10,0,10,2,8,0,5,1,4,0,7,1,6,0
2011,"Colorado State","Mountain West","",5.1,12,3,9,0,7,1,6,0,6,1,5,0,5,2,3,0
2011,"Connecticut","Big East","",5.3,12,5,7,0,7,3,4,0,7,4,3,0,5,1,4,0
2011,"Duke","ACC","Coastal",4.8,12,3,9,0,8,1,7,0,7,1,6,0,5,2,3,0
2011,"East Carolina","Conference USA","East",4.9,12,5,7,0,8,4,4,0,6,3,3,0,5,2,3,0
2011,"Eastern Michigan","Mid-American","West",7,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
2011,"Florida","SEC","East",7.6,13,7,6,0,8,3,5,0,7,5,2,0,4,1,3,0
2011,"Florida Atlantic","Sun Belt","",2.4,12,1,11,0,8,0,8,0,5,1,4,0,7,0,7,0
2011,"Florida International","Sun Belt","",6.7,13,8,5,0,8,5,3,0,6,4,2,0,6,4,2,0
2011,"Florida State","ACC","Atlantic",9,13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
2011,"Fresno State","Western Athletic","",6.3,13,4,9,0,7,3,4,0,6,2,4,0,7,2,5,0
2011,"Georgia","SEC","East",9.4,14,10,4,0,9,7,2,0,7,5,2,0,4,4,0,0
2011,"Georgia Tech","ACC","Coastal",8.6,13,8,5,0,8,5,3,0,7,5,2,0,5,3,2,0
2011,"Hawai'i","Western Athletic","",6,13,6,7,0,7,3,4,0,7,4,3,0,6,2,4,0
2011,"Houston","Conference USA","West",10.3,14,13,1,0,9,8,1,0,7,6,1,0,6,6,0,0
2011,"Idaho","Western Athletic","",4.1,12,2,10,0,7,1,6,0,6,1,5,0,6,1,5,0
2011,"Illinois","Big Ten","Leaders",7.9,13,7,6,0,8,2,6,0,8,5,3,0,4,1,3,0
2011,"Indiana","Big Ten","Leaders",4.5,12,1,11,0,8,0,8,0,6,1,5,0,5,0,5,0
2011,"Iowa","Big Ten","Legends",7.6,13,7,6,0,8,4,4,0,7,6,1,0,5,1,4,0
2011,"Iowa State","Big 12","",4.9,13,6,7,0,9,3,6,0,6,4,2,0,6,2,4,0
2011,"Kansas","Big 12","",3.8,12,2,10,0,9,0,9,0,6,2,4,0,5,0,5,0
2011,"Kansas State","Big 12","",6.8,13,10,3,0,9,7,2,0,7,6,1,0,5,4,1,0
2011,"Kent State","Mid-American","East",5.2,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2011,"Kentucky","SEC","East",4.1,12,5,7,0,8,2,6,0,7,4,3,0,4,0,4,0
2011,"Louisiana","Sun Belt","",7.3,13,9,4,0,8,6,2,0,5,5,0,0,7,3,4,0
2011,"Louisiana Monroe","Sun Belt","",7.3,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
2011,"Louisiana Tech","Western Athletic","",6.1,13,8,5,0,7,6,1,0,5,3,2,0,7,5,2,0
2011,"Louisville","Big East","",7.4,13,7,6,0,7,5,2,0,6,3,3,0,6,4,2,0
2011,"LSU","SEC","West",9.9,14,13,1,0,10,9,1,0,6,6,0,0,5,5,0,0
2011,"Marshall","Conference USA","East",4.4,13,7,6,0,8,5,3,0,5,4,1,0,7,2,5,0
2011,"Maryland","ACC","Atlantic",4.1,12,2,10,0,8,1,7,0,7,2,5,0,4,0,4,0
2011,"Memphis","Conference USA","East",2.5,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2011,"Miami","ACC","Coastal",6.6,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2011,"Miami (OH)","Mid-American","East",6.4,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
2011,"Michigan","Big Ten","Legends",8.2,13,11,2,0,8,6,2,0,8,8,0,0,4,2,2,0
2011,"Michigan State","Big Ten","Legends",9.5,14,11,3,0,9,7,2,0,7,7,0,0,5,3,2,0
2011,"Middle Tennessee","Sun Belt","",3.3,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2011,"Minnesota","Big Ten","Legends",4.3,12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
2011,"Mississippi State","SEC","West",5.9,13,7,6,0,8,2,6,0,6,3,3,0,6,3,3,0
2011,"Missouri","Big 12","",8,13,8,5,0,9,5,4,0,6,5,1,0,5,1,4,0
2011,"Navy","FBS Independents","",5.7,12,5,7,0,0,0,0,0,5,2,3,0,6,2,4,0
2011,"NC State","ACC","Atlantic",7.2,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
2011,"Nebraska","Big Ten","Legends",7.5,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
2011,"Nevada","Western Athletic","",7.5,13,7,6,0,7,5,2,0,6,5,1,0,6,2,4,0
2011,"New Mexico","Mountain West","",4.2,12,1,11,0,7,1,6,0,6,1,5,0,6,0,6,0
2011,"New Mexico State","Western Athletic","",5.6,13,4,9,0,7,2,5,0,6,2,4,0,7,2,5,0
2011,"North Carolina","ACC","Coastal",7.4,13,7,6,0,8,3,5,0,7,6,1,0,5,1,4,0
2011,"Northern Illinois","Mid-American","West",9.1,14,11,3,0,9,8,1,0,6,6,0,0,5,3,2,0
2011,"North Texas","Sun Belt","",4.2,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2011,"Northwestern","Big Ten","Legends",5.6,13,6,7,0,8,3,5,0,6,3,3,0,6,3,3,0
2011,"Notre Dame","FBS Independents","",8.4,13,8,5,0,0,0,0,0,6,4,2,0,5,3,2,0
2011,"Ohio","Mid-American","East",7.5,14,10,4,0,9,6,3,0,6,5,1,0,6,4,2,0
2011,"Ohio State","Big Ten","Leaders",7.1,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
2011,"Oklahoma","Big 12","",9.8,13,10,3,0,9,6,3,0,6,5,1,0,5,3,2,0
2011,"Oklahoma State","Big 12","",8.3,13,12,1,0,9,8,1,0,6,6,0,0,6,5,1,0
2011,"Ole Miss","SEC","West",3.3,12,2,10,0,8,0,8,0,7,1,6,0,5,1,4,0
2011,"Oregon","Pac-12","North",11.4,14,12,2,0,10,9,1,0,8,7,1,0,4,4,0,0
2011,"Oregon State","Pac-12","North",5.6,12,3,9,0,9,3,6,0,6,2,4,0,6,1,5,0
2011,"Penn State","Big Ten","Leaders",7.2,13,9,4,0,8,6,2,0,7,5,2,0,5,4,1,0
2011,"Pittsburgh","Big East","",7.6,13,6,7,0,7,4,3,0,8,5,3,0,4,1,3,0
2011,"Purdue","Big Ten","Leaders",5.8,13,7,6,0,8,4,4,0,7,5,2,0,5,1,4,0
2011,"Rice","Conference USA","West",4.9,12,4,8,0,8,3,5,0,5,4,1,0,7,0,7,0
2011,"Rutgers","Big East","",7.6,13,9,4,0,7,4,3,0,7,6,1,0,4,1,3,0
2011,"San Diego State","Mountain West","",6.7,13,8,5,0,7,4,3,0,7,4,3,0,5,4,1,0
2011,"San José State","Western Athletic","",4.4,12,5,7,0,7,3,4,0,5,3,2,0,7,2,5,0
2011,"SMU","Conference USA","West",6.1,13,8,5,0,8,5,3,0,6,5,1,0,6,2,4,0
2011,"South Carolina","SEC","East",9.5,13,11,2,0,8,6,2,0,7,6,1,0,4,3,1,0
2011,"Southern Mississippi","Conference USA","East",9.4,14,12,2,0,9,7,2,0,6,6,0,0,7,5,2,0
2011,"South Florida","Big East","",6.8,12,5,7,0,7,1,6,0,7,3,4,0,5,2,3,0
2011,"Stanford","Pac-12","North",9.1,13,11,2,0,9,8,1,0,7,6,1,0,5,5,0,0
2011,"Syracuse","Big East","",6,12,5,7,0,7,1,6,0,7,4,3,0,5,1,4,0
2011,"TCU","Mountain West","",8.8,13,11,2,0,7,7,0,0,6,5,1,0,5,4,1,0
2011,"Temple","Mid-American","East",8.1,13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
2011,"Tennessee","SEC","East",5.7,12,5,7,0,8,1,7,0,8,5,3,0,4,0,4,0
2011,"Texas","Big 12","",7.7,13,8,5,0,9,4,5,0,6,4,2,0,5,3,2,0
2011,"Texas A&M","Big 12","",7.9,13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0
2011,"Texas Tech","Big 12","",5.6,12,5,7,0,9,2,7,0,6,2,4,0,5,3,2,0
2011,"Toledo","Mid-American","West",7.9,13,9,4,0,8,7,1,0,6,4,2,0,6,4,2,0
2011,"Troy","Sun Belt","",4,12,3,9,0,8,2,6,0,5,3,2,0,7,0,7,0
2011,"Tulane","Conference USA","West",4.7,13,2,11,0,8,1,7,0,6,1,5,0,7,1,6,0
2011,"Tulsa","Conference USA","West",6.6,13,8,5,0,8,7,1,0,6,4,2,0,6,4,2,0
2011,"UAB","Conference USA","East",3,12,3,9,0,8,3,5,0,5,2,3,0,7,1,6,0
2011,"UCF","Conference USA","East",7.5,12,5,7,0,8,3,5,0,6,5,1,0,6,0,6,0
2011,"UCLA","Pac-12","South",6.3,14,6,8,0,10,5,5,0,6,5,1,0,7,1,6,0
2011,"UNLV","Mountain West","",2.1,12,2,10,0,7,1,6,0,5,2,3,0,7,0,7,0
2011,"USC","Pac-12","South",7.5,12,10,2,0,9,7,2,0,7,6,1,0,5,4,1,0
2011,"Utah","Pac-12","South",5.4,13,8,5,0,9,4,5,0,6,3,3,0,6,4,2,0
2011,"Utah State","Western Athletic","",7.5,13,7,6,0,7,5,2,0,6,4,2,0,6,3,3,0
2011,"UTEP","Conference USA","West",5.6,12,5,7,0,8,2,6,0,6,3,3,0,6,2,4,0
2011,"Vanderbilt","SEC","East",6.7,13,6,7,0,8,2,6,0,7,5,2,0,5,1,4,0
2011,"Virginia","ACC","Coastal",6.8,13,8,5,0,8,5,3,0,7,4,3,0,5,4,1,0
2011,"Virginia Tech","ACC","Coastal",9.1,14,11,3,0,9,7,2,0,6,5,1,0,6,6,0,0
2011,"Wake Forest","ACC","Atlantic",7.4,13,6,7,0,8,5,3,0,7,4,3,0,5,2,3,0
2011,"Washington","Pac-12","North",5.6,13,7,6,0,9,5,4,0,7,6,1,0,5,1,4,0
2011,"Washington State","Pac-12","North",5.1,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
2011,"Western Kentucky","Sun Belt","",7.5,12,7,5,0,8,7,1,0,6,3,3,0,5,4,1,0
2011,"Western Michigan","Mid-American","West",6.3,13,7,6,0,8,5,3,0,5,5,0,0,7,2,5,0
2011,"West Virginia","Big East","",8.8,13,10,3,0,7,5,2,0,7,5,2,0,5,4,1,0
2011,"Wisconsin","Big Ten","Leaders",9.7,14,11,3,0,9,7,2,0,7,7,0,0,4,2,2,0
2011,"Wyoming","Mountain West","",5.3,13,8,5,0,7,5,2,0,6,4,2,0,6,4,2,0
2012,"Air Force","Mountain West","",7.5,13,6,7,0,8,5,3,0,6,5,1,0,6,1,5,0
2012,"Akron","Mid-American","East",4.3,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2012,"Alabama","SEC","West",12.1,14,13,1,0,9,8,1,0,7,6,1,0,4,4,0,0
2012,"Arizona","Pac-12","South",8.2,13,8,5,0,9,4,5,0,8,6,2,0,4,1,3,0
2012,"Arizona State","Pac-12","South",8.9,13,8,5,0,9,5,4,0,6,4,2,0,6,3,3,0
2012,"Arkansas","SEC","West",6.4,12,4,8,0,8,2,6,0,7,3,4,0,4,1,3,0
2012,"Arkansas State","Sun Belt","",7.3,13,10,3,0,8,7,1,0,6,5,1,0,6,4,2,0
2012,"Army","FBS Independents","",7.5,12,2,10,0,0,0,0,0,7,2,5,0,4,0,4,0
2012,"Auburn","SEC","West",4.8,12,3,9,0,8,0,8,0,7,3,4,0,4,0,4,0
2012,"Ball State","Mid-American","West",5.8,13,9,4,0,8,6,2,0,5,4,1,0,7,5,2,0
2012,"Baylor","Big 12","",7.2,13,8,5,0,9,4,5,0,6,5,1,0,5,1,4,0
2012,"Boise State","Mountain West","",7.6,13,11,2,0,8,7,1,0,6,5,1,0,6,5,1,0
2012,"Boston College","ACC","Atlantic",4.7,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2012,"Bowling Green","Mid-American","East",7.4,13,8,5,0,8,6,2,0,6,5,1,0,6,3,3,0
2012,"Buffalo","Mid-American","East",4.3,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
2012,"BYU","FBS Independents","",8,13,8,5,0,0,0,0,0,6,5,1,0,6,2,4,0
2012,"California","Pac-12","North",5.7,12,3,9,0,9,2,7,0,7,2,5,0,5,1,4,0
2012,"Central Michigan","Mid-American","West",6.3,13,7,6,0,8,4,4,0,7,3,4,0,5,3,2,0
2012,"Cincinnati","Big East","",8.3,13,10,3,0,7,5,2,0,7,6,1,0,4,2,2,0
2012,"Clemson","ACC","Atlantic",9.5,13,11,2,0,8,7,1,0,7,6,1,0,4,3,1,0
2012,"Colorado","Pac-12","South",1.9,12,1,11,0,9,1,8,0,6,0,6,0,5,1,4,0
2012,"Colorado State","Mountain West","",4.1,12,4,8,0,8,3,5,0,6,3,3,0,5,0,5,0
2012,"Connecticut","Big East","",5.4,12,5,7,0,7,2,5,0,6,3,3,0,6,2,4,0
2012,"Duke","ACC","Coastal",6.3,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
2012,"East Carolina","Conference USA","East",5.9,13,8,5,0,8,7,1,0,6,5,1,0,6,3,3,0
2012,"Eastern Michigan","Mid-American","West",3.7,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2012,"Florida","SEC","East",7.8,13,11,2,0,8,7,1,0,7,7,0,0,4,4,0,0
2012,"Florida Atlantic","Sun Belt","",4.7,12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
2012,"Florida International","Sun Belt","",6.4,12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0
2012,"Florida State","ACC","Atlantic",11.3,14,12,2,0,9,8,1,0,7,6,1,0,5,4,1,0
2012,"Fresno State","Mountain West","",9.1,13,9,4,0,8,7,1,0,6,6,0,0,6,3,3,0
2012,"Georgia","SEC","East",9.5,14,12,2,0,9,7,2,0,7,7,0,0,4,3,1,0
2012,"Georgia Tech","ACC","Coastal",8.4,14,7,7,0,9,5,4,0,7,4,3,0,5,2,3,0
2012,"Hawai'i","Mountain West","",5,12,3,9,0,8,1,7,0,6,3,3,0,6,0,6,0
2012,"Houston","Conference USA","West",7,12,5,7,0,8,4,4,0,7,4,3,0,4,0,4,0
2012,"Idaho","Western Athletic","",4.2,12,1,11,0,6,1,5,0,5,1,4,0,7,0,7,0
2012,"Illinois","Big Ten","Leaders",5.2,12,2,10,0,8,0,8,0,7,2,5,0,5,0,5,0
2012,"Indiana","Big Ten","Leaders",5.1,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2012,"Iowa","Big Ten","Legends",5.7,12,4,8,0,8,2,6,0,7,2,5,0,4,1,3,0
2012,"Iowa State","Big 12","",5.1,13,6,7,0,9,3,6,0,7,3,4,0,5,3,2,0
2012,"Kansas","Big 12","",4.4,12,1,11,0,9,0,9,0,6,1,5,0,6,0,6,0
2012,"Kansas State","Big 12","",8.5,13,11,2,0,9,8,1,0,7,7,0,0,5,4,1,0
2012,"Kent State","Mid-American","East",7.7,14,11,3,0,9,8,1,0,5,5,0,0,7,6,1,0
2012,"Kentucky","SEC","East",4.7,12,2,10,0,8,0,8,0,7,2,5,0,5,0,5,0
2012,"Louisiana","Sun Belt","",6.9,13,9,4,0,8,6,2,0,6,5,1,0,6,3,3,0
2012,"Louisiana Monroe","Sun Belt","",5,13,8,5,0,8,6,2,0,5,3,2,0,6,4,2,0
2012,"Louisiana Tech","Western Athletic","",6.3,12,9,3,0,6,4,2,0,6,4,2,0,6,5,1,0
2012,"Louisville","Big East","",8.5,13,11,2,0,7,5,2,0,7,6,1,0,5,4,1,0
2012,"LSU","SEC","West",8.8,13,10,3,0,8,6,2,0,8,7,1,0,4,3,1,0
2012,"Marshall","Conference USA","East",6.5,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2012,"Maryland","ACC","Atlantic",4.4,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2012,"Memphis","Conference USA","East",6.3,12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
2012,"Miami","ACC","Coastal",5.7,12,7,5,0,8,5,3,0,6,4,2,0,6,3,3,0
2012,"Miami (OH)","Mid-American","East",3,12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
2012,"Michigan","Big Ten","Legends",7.5,13,8,5,0,8,6,2,0,6,6,0,0,5,2,3,0
2012,"Michigan State","Big Ten","Legends",8.2,13,7,6,0,8,3,5,0,7,2,5,0,5,4,1,0
2012,"Middle Tennessee","Sun Belt","",4.8,12,8,4,0,8,6,2,0,5,3,2,0,7,5,2,0
2012,"Minnesota","Big Ten","Legends",5.4,13,6,7,0,8,2,6,0,7,4,3,0,5,2,3,0
2012,"Mississippi State","SEC","West",5.6,13,8,5,0,8,4,4,0,7,6,1,0,5,2,3,0
2012,"Missouri","SEC","East",5.3,12,5,7,0,8,2,6,0,7,3,4,0,5,2,3,0
2012,"Navy","FBS Independents","",5,13,8,5,0,0,0,0,0,5,4,1,0,5,3,2,0
2012,"NC State","ACC","Atlantic",7,13,7,6,0,8,4,4,0,6,5,1,0,5,2,3,0
2012,"Nebraska","Big Ten","Legends",9.6,14,10,4,0,9,7,2,0,7,7,0,0,5,3,2,0
2012,"Nevada","Mountain West","",7.3,13,7,6,0,8,4,4,0,6,2,4,0,6,5,1,0
2012,"New Mexico","Mountain West","",4,13,4,9,0,8,1,7,0,6,2,4,0,7,2,5,0
2012,"New Mexico State","Western Athletic","",4,12,1,11,0,6,0,6,0,6,1,5,0,6,0,6,0
2012,"North Carolina","ACC","Coastal",8.4,12,8,4,0,8,5,3,0,7,6,1,0,5,2,3,0
2012,"Northern Illinois","Mid-American","West",6.6,14,12,2,0,9,9,0,0,6,6,0,0,5,5,0,0
2012,"North Texas","Sun Belt","",3.6,12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
2012,"Northwestern","Big Ten","Legends",7.6,13,10,3,0,8,5,3,0,7,6,1,0,5,3,2,0
2012,"Notre Dame","FBS Independents","",7.7,13,12,1,0,0,0,0,0,7,7,0,0,4,4,0,0
2012,"Ohio","Mid-American","East",5.8,13,9,4,0,8,4,4,0,6,5,1,0,6,3,3,0
2012,"Ohio State","Big Ten","Leaders",8.6,12,12,0,0,8,8,0,0,8,8,0,0,4,4,0,0
2012,"Oklahoma","Big 12","",8.5,13,10,3,0,9,8,1,0,6,4,2,0,5,5,0,0
2012,"Oklahoma State","Big 12","",8.4,13,8,5,0,9,5,4,0,7,6,1,0,5,1,4,0
2012,"Ole Miss","SEC","West",7.2,13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2012,"Oregon","Pac-12","North",8.5,13,12,1,0,9,8,1,0,7,6,1,0,5,5,0,0
2012,"Oregon State","Pac-12","North",7.7,13,9,4,0,9,6,3,0,7,6,1,0,5,3,2,0
2012,"Penn State","Big Ten","Leaders",8.7,12,8,4,0,8,6,2,0,7,5,2,0,5,3,2,0
2012,"Pittsburgh","Big East","",8.4,13,6,7,0,7,3,4,0,6,4,2,0,6,2,4,0
2012,"Purdue","Big Ten","Leaders",5.6,13,6,7,0,8,3,5,0,7,4,3,0,5,2,3,0
2012,"Rice","Conference USA","West",5.7,13,7,6,0,8,4,4,0,5,3,2,0,6,3,3,0
2012,"Rutgers","Big East","",6.7,13,9,4,0,7,5,2,0,6,4,2,0,6,5,1,0
2012,"San Diego State","Mountain West","",8.3,13,9,4,0,8,7,1,0,7,6,1,0,5,3,2,0
2012,"San José State","Western Athletic","",9.5,13,11,2,0,6,5,1,0,6,5,1,0,6,5,1,0
2012,"SMU","Conference USA","West",6.3,13,7,6,0,8,5,3,0,7,5,2,0,5,1,4,0
2012,"South Alabama","Sun Belt","",4.9,13,2,11,0,8,1,7,0,6,2,4,0,7,0,7,0
2012,"South Carolina","SEC","East",8.9,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0
2012,"Southern Mississippi","Conference USA","East",4,12,0,12,0,8,0,8,0,6,0,6,0,6,0,6,0
2012,"South Florida","Big East","",4.4,12,3,9,0,7,1,6,0,6,2,4,0,6,1,5,0
2012,"Stanford","Pac-12","North",9.5,14,12,2,0,10,9,1,0,7,7,0,0,6,4,2,0
2012,"Syracuse","Big East","",8.3,13,8,5,0,7,5,2,0,5,4,1,0,6,3,3,0
2012,"TCU","Big 12","",7.9,13,7,6,0,9,4,5,0,6,2,4,0,6,5,1,0
2012,"Temple","Big East","",3.6,11,4,7,0,7,2,5,0,6,2,4,0,5,2,3,0
2012,"Tennessee","SEC","East",7.4,12,5,7,0,8,1,7,0,7,4,3,0,4,0,4,0
2012,"Texas","Big 12","",7.4,13,9,4,0,9,5,4,0,6,4,2,0,5,4,1,0
2012,"Texas A&M","SEC","West",9.1,13,11,2,0,8,6,2,0,6,4,2,0,6,6,0,0
2012,"Texas State","Western Athletic","",4.2,12,4,8,0,6,2,4,0,6,3,3,0,6,1,5,0
2012,"Texas Tech","Big 12","",8.5,13,8,5,0,9,4,5,0,6,4,2,0,5,3,2,0
2012,"Toledo","Mid-American","West",6.3,13,9,4,0,8,6,2,0,6,5,1,0,6,4,2,0
2012,"Troy","Sun Belt","",7,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
2012,"Tulane","Conference USA","West",3.3,12,2,10,0,8,2,6,0,7,2,5,0,5,0,5,0
2012,"Tulsa","Conference USA","West",8.6,14,11,3,0,9,8,1,0,7,7,0,0,6,3,3,0
2012,"UAB","Conference USA","East",4.4,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
2012,"UCF","Conference USA","East",9.3,14,10,4,0,9,7,2,0,6,5,1,0,7,4,3,0
2012,"UCLA","Pac-12","South",8.7,14,9,5,0,10,6,4,0,7,5,2,0,6,4,2,0
2012,"UMass","Mid-American","East",1.3,12,1,11,0,8,1,7,0,5,0,5,0,7,1,6,0
2012,"UNLV","Mountain West","",4.9,13,2,11,0,8,2,6,0,7,2,5,0,6,0,6,0
2012,"USC","Pac-12","South",6.8,13,7,6,0,9,5,4,0,6,4,2,0,5,2,3,0
2012,"Utah","Pac-12","South",6,12,5,7,0,9,3,6,0,6,4,2,0,6,1,5,0
2012,"Utah State","Western Athletic","",8.1,13,11,2,0,6,6,0,0,6,6,0,0,6,4,2,0
2012,"UTEP","Conference USA","West",3.4,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
2012,"UT San Antonio","Western Athletic","",5.7,12,8,4,0,6,3,3,0,6,4,2,0,6,4,2,0
2012,"Vanderbilt","SEC","East",7.7,13,9,4,0,8,5,3,0,6,4,2,0,6,4,2,0
2012,"Virginia","ACC","Coastal",6.6,12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
2012,"Virginia Tech","ACC","Coastal",7.1,13,7,6,0,8,4,4,0,6,5,1,0,5,1,4,0
2012,"Wake Forest","ACC","Atlantic",3.4,12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
2012,"Washington","Pac-12","North",6.3,13,7,6,0,9,5,4,0,6,5,1,0,6,2,4,0
2012,"Washington State","Pac-12","North",5,12,3,9,0,9,1,8,0,6,2,4,0,6,1,5,0
2012,"Western Kentucky","Sun Belt","",7.5,13,7,6,0,8,4,4,0,6,3,3,0,6,4,2,0
2012,"Western Michigan","Mid-American","West",6.4,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0
2012,"West Virginia","Big 12","",7.1,13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0
2012,"Wisconsin","Big Ten","Leaders",7.8,14,8,6,0,9,5,4,0,7,5,2,0,5,2,3,0
2012,"Wyoming","Mountain West","",4.1,12,4,8,0,8,3,5,0,6,1,5,0,6,3,3,0
2013,"Air Force","Mountain West","Mountain",4.9,12,2,10,0,8,0,8,0,7,2,5,0,5,0,5,0
2013,"Akron","Mid-American","East",5.2,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2013,"Alabama","SEC","West",10.9,13,11,2,0,8,7,1,0,7,7,0,0,4,3,1,0
2013,"Arizona","Pac-12","South",7.7,13,8,5,0,9,4,5,0,6,4,2,0,6,3,3,0
2013,"Arizona State","Pac-12","South",7.5,14,10,4,0,10,8,2,0,8,7,1,0,4,3,1,0
2013,"Arkansas","SEC","West",4.9,12,3,9,0,8,0,8,0,7,3,4,0,5,0,5,0
2013,"Arkansas State","Sun Belt","",5.9,13,8,5,0,7,5,2,0,6,5,1,0,6,2,4,0
2013,"Army","FBS Independents","",5.2,12,3,9,0,0,0,0,0,5,2,3,0,5,0,5,0
2013,"Auburn","SEC","West",9,14,12,2,0,9,8,1,0,8,8,0,0,4,3,1,0
2013,"Ball State","Mid-American","West",7.5,13,10,3,0,8,7,1,0,6,6,0,0,6,4,2,0
2013,"Baylor","Big 12","",10.7,13,11,2,0,9,8,1,0,7,7,0,0,4,3,1,0
2013,"Boise State","Mountain West","Mountain",7.2,13,8,5,0,8,6,2,0,6,6,0,0,6,2,4,0
2013,"Boston College","ACC","Atlantic",5.9,13,7,6,0,8,4,4,0,6,5,1,0,6,2,4,0
2013,"Bowling Green","Mid-American","East",9.1,14,10,4,0,9,8,1,0,6,5,1,0,6,4,2,0
2013,"Buffalo","Mid-American","East",6.8,13,8,5,0,8,6,2,0,6,5,1,0,6,3,3,0
2013,"BYU","FBS Independents","",9.1,13,8,5,0,0,0,0,0,6,5,1,0,6,3,3,0
2013,"California","Pac-12","North",4.6,12,1,11,0,9,0,9,0,7,1,6,0,5,0,5,0
2013,"Central Michigan","Mid-American","West",5.2,12,6,6,0,8,5,3,0,5,3,2,0,7,3,4,0
2013,"Cincinnati","American Athletic","",8.2,13,9,4,0,8,6,2,0,6,5,1,0,6,4,2,0
2013,"Clemson","ACC","Atlantic",9.1,13,11,2,0,8,7,1,0,7,6,1,0,5,4,1,0
2013,"Colorado","Pac-12","South",4.5,12,4,8,0,9,1,8,0,6,3,3,0,5,0,5,0
2013,"Colorado State","Mountain West","Mountain",8,14,8,6,0,8,5,3,0,6,4,2,0,6,3,3,0
2013,"Connecticut","American Athletic","",4.7,12,3,9,0,8,3,5,0,7,2,5,0,5,1,4,0
2013,"Duke","ACC","Coastal",7.3,14,10,4,0,9,6,3,0,7,5,2,0,5,5,0,0
2013,"East Carolina","Conference USA","East",8.8,13,10,3,0,8,6,2,0,6,5,1,0,6,4,2,0
